curve_id,curve_label,curve_role,redshift,log10_mbh_seed_msun,phi_mpc3_dex1,colour,linestyle,source
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.8437939778,3.3046769744e-06,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.9062763971,2.7934757937e-06,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
popiii_edd,Pop-III (Eddington),popiii_edd,20.0,4.9687587990,3.0693845394e-06,#e41a1c,-,Chen+2026 Fig.5a vector path 1263
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.5312412062,3.0693845394e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.5937236081,7.1989486339e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.6562060101,1.0067995217e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.7186884294,1.0781182026e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.7813115689,1.5108563547e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.8437939708,2.4427290984e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.9062763901,3.0798017773e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,0.9687587921,2.6676762195e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.0312411940,1.8690909882e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.0937236133,1.6399565332e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.1562060153,1.7897644212e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.2186884346,1.5661039267e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.2813115567,8.9725024466e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.3437939760,4.3659877315e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.4062763780,3.6582435006e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.4687587973,3.2646133418e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.5312411992,1.9282700776e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.7813115619,1.2980817465e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.8437939812,3.1859378317e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.9062763832,3.8568015817e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,1.9687588025,4.2897397846e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.0312412044,6.7684406463e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.0937236064,1.6015192436e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.1562060257,2.8643998670e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.2186884277,4.7583613040e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.2811708469,7.7141260518e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.3437939691,1.4214676085e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.4062763884,2.4114805545e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.4687587904,3.7997309605e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.5312412096,5.6789399991e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.5937236116,8.5800604374e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.6562060309,1.2329228817e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.7186884329,1.7360120297e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.7811708348,2.3422284571e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.8437939743,3.0881606054e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.9062763936,3.9014870782e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,2.9687587956,4.7551377297e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.0312411975,5.6138955932e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.0937236168,6.3982681552e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.1562060188,7.0349844371e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.2186884381,7.4520858355e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.2811708400,7.6154426736e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.3437939795,7.4621923839e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.4062763815,6.9969505692e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.4687588008,6.2993211002e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.5312412027,5.4711835428e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.5937236220,4.6092017519e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.6562060240,3.7460429227e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.7186884433,2.9590993564e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.7811708452,2.2534849633e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.8437939847,1.7161284122e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.9062763867,1.3077936163e-03,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,3.9687588060,9.9122962463e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.0312412079,6.9780111057e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.0937236099,4.4677449468e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.1562060292,2.8527772750e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.2186884311,1.9243539455e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.2811708504,1.3033700857e-04,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.3437939899,7.7823810990e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.4062763919,3.8281600804e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.4687587938,2.0578785471e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.5312412131,1.5534207205e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.5937236151,1.3528628811e-05,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.6562060344,8.9300425559e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
fast_halo,Fast halo (gamma_v >= 3),fast_halo,20.0,4.7186884363,3.3046769744e-06,#d95f02,--,Chen+2026 Fig.5a vector path 1264
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.4687587869,1.5345882433e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.5312412062,3.6981223902e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.5937236081,6.0606503624e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.6562060101,1.3060224925e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.7186884294,2.6550521783e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.7813115689,4.5471568451e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.8437939708,6.3982686891e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.9062763901,7.5742712542e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,0.9687587921,7.6828258467e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.0312411940,7.2823579758e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.0937236133,6.2398436123e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.1562060153,5.1930309628e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.2186884346,3.6458697195e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.2813115567,2.2382665733e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.3437939760,1.4042349464e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.4062763780,8.7325673846e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.4687587973,6.4899687916e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,1.5312411992,2.7540053395e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.0937236168,1.8092746767e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.1562060188,5.5083845146e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.2186884381,1.1054907449e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.2811708400,1.6645879640e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.3437939795,1.8690909882e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.4062763815,1.9191450718e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.4687588008,1.9269637619e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.5312412027,2.8877868179e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.5937236220,4.3423835001e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.6562060240,5.2389796476e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.7186884433,5.4195252375e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.7811708452,4.6405413450e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.8437939847,4.0386763887e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.9062763867,3.0178247587e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,3.9687588060,2.6712939097e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.0312412079,2.8239275257e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.0937236099,3.9600860405e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.1562060292,5.2071261328e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.2186884311,6.0606498567e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.2811708504,5.7408467095e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.3437939899,4.5905002161e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.4062763919,3.5244115344e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.4687587938,2.7934755606e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.5312412131,2.1201594753e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.5937236151,1.2745480191e-05,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.6562060344,5.8231246283e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.7186884363,3.8962036824e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.7811708556,3.8962036824e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.8437939778,3.5006099433e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.9062763971,2.3216862344e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
lw_halo,"LW halo (J_LW,21 >= 7.5)",lw_halo,20.0,4.9687587990,2.4394209499e-06,#d95f02,-,Chen+2026 Fig.5a vector path 1265
popii,Pop-II,popii,20.0,0.2813115637,4.6029599686e-06,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.3437939656,1.2237670131e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.4062763849,1.9545808783e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.4687587869,2.8721743168e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.5312412062,4.8134932135e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.5937236081,7.9799700771e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.6562060101,1.2599497286e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.7186884294,1.8971639185e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.7813115689,2.8181923989e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.8437939708,3.9147287302e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.9062763901,4.8200208899e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,0.9687587921,5.3140639117e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.0312411940,5.2212591248e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.0937236133,4.8102322898e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.1562060153,4.1076771595e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.2186884346,3.2337889565e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.2813115567,2.2826861625e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.3437939760,1.4272587364e-04,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.4062763780,7.9475912051e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.4687587973,3.9253539443e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.5312411992,1.6211730985e-05,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.5937236185,6.9261919360e-06,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
popii,Pop-II,popii,20.0,1.6562060205,2.2036525371e-06,#1b9e77,-,Chen+2026 Fig.5a vector path 1032
